CKCKCKCKCKCKCKCK0;0
987;994
988;994
988;994
988;994
988;994
989;994
988;994
989;994
988;994
988;994
987;994
990;994
989;994
989;994
990;994
990;994
989;993
988;994
988;994
988;994
989;994
991;994
991;994
992;994
991;994
989;994
989;994
988;994
987;994
989;994
988;994
989;994
989;994
992;994
992;994
992;994
992;994
992;994
992;994
991;994
991;994
988;994
988;994
987;994
988;994
986;994
986;994
986;994
986;994
986;994
985;994
986;994
985;994
985;994
985;994
990;994
990;994
990;994
989;994
990;994
989;994
988;994
988;994
988;994
988;994
987;994
987;994
987;994
987;995
987;994
987;995
987;995
987;995
986;995
986;995
986;995
986;994
987;994
987;994
987;995
988;995
988;994
989;994
989;994
989;994
990;995
990;994
989;994
990;994
989;994
989;994
990;994
990;994
990;994
990;994
990;994
990;994
989;994
987;994
987;994
987;994
987;994
986;994
987;994
987;994
986;994
985;994
985;994
985;994
985;994
985;994
988;994
987;994
988;994
987;994
988;994
988;994
987;994
988;994
988;994
988;994
988;994
988;994
990;994
991;994
991;994
991;994
990;994
990;994
990;994
990;994
990;994
990;994
991;994
990;994
990;994
989;994
989;994
989;994
987;994
987;994
987;994
987;994
987;994
987;994
985;994
986;994
986;994
986;994
986;994
985;994
986;994
986;994
986;994
985;994
986;994
986;994
985;994
985;994
985;994
984;994
984;994
984;994
985;994
985;994
985;994
986;994
985;994
985;994
985;995
985;995
986;995
986;994
988;994
988;995
987;995
986;994
987;995
987;995
989;995
988;994
989;994
988;994
988;994
991;994
990;994
990;994
991;994
992;994
992;994
993;994
993;994
992;994
990;994
989;994
990;994
989;994
989;994
989;994
989;994
989;994
989;994
989;994
989;994
989;994
989;994
988;994
988;994
988;994
989;994
989;994
989;994
990;993
991;994
990;994
992;994
993;994
993;994
991;994
992;994
991;994
991;994
989;994
989;993
991;994
991;994
990;994
990;994
990;994
991;994
992;994
991;994
991;994
990;994
990;994
991;994
991;994
991;993
994;994
993;994
993;993
990;994
989;994
988;994
988;994
989;994
991;994
991;994
992;993
994;994
992;994
989;993
989;994
988;993
991;994
992;993
993;994
993;994
992;993
990;994
990;994
988;994
989;994
990;993
993;994
992;994
990;993
991;994
989;994
988;993
988;993
988;994
989;995
988;994
988;994
989;994
989;994
988;994
988;994
989;994
989;993
994;994
992;993
993;994
989;994
991;993
991;993
991;993
994;993
993;994
992;993
988;994
988;993
989;993
992;993
993;994
993;993
992;993
993;993
988;993
988;993
989;993
992;994
992;993
991;993
990;993
990;993
988;993
988;993
990;993
991;993
991;993
990;993
987;994
987;993
992;994
991;993
990;993
988;994
987;994
988;993
989;994
992;994
991;993
991;994
990;993
987;993
986;993
991;993
991;993
991;993
987;993
988;994
985;993
986;993
987;993
990;993
991;993
990;993
985;993
985;993
984;993
989;993
989;993
989;993
986;993
988;993
986;993
987;993
987;993
988;992
990;993
989;993
985;993
985;993
985;993
990;993
991;993
986;992
987;993
987;993
985;992
988;992
988;993
990;993
990;993
986;993
985;993
992;993
990;992
992;993
991;993
987;993
987;993
986;993
987;992
990;993
990;992
991;993
989;992
990;993
989;992
990;993
990;994
989;994
989;994
989;994
989;994
989;994
991;994
992;995
993;995
994;995
994;996
993;996
991;996
992;996
991;995
991;995
992;995
991;994
991;994
991;994
991;994
977;ÿ
